_gddid,pubname,publisher,title,doi,coverDate,URL,authors,highlight,hits,keywords,location,keyword
620cf223ad0e9c819b050cad,,Geoarchive,NI 43-101 Technical Report for the Art Project in North America dated 2004,,2004,https://www.zotero.org/groups/4530692/items/T6ISEGS5,,"[' Geology Host rocks are contained in the Triassic to Jurassic terrane, Quesnellia, comprising', ' that the term Nicola Group be used for all similar volcanic rocks in Quesnellia except for some', ' between basal Quesnellia rocks and Slide Mountain rocks. Intruded into the Quesnel Trough package', ' 5) Work at the Art showings has determined that bedrock present there is comprised of andesite flow', ' to the adjacent tectonic boundaries immediately to the east at the Quesnellia – Slide Mountain terrane']",5,,Quesnellia,andesite
620cf21bad0e9c819b050364,,Geoarchive,NI 43-101 Technical Report for the Castle Project in North America dated 2010,,2010,https://www.zotero.org/groups/4530692/items/V3DH3PXE,,"[' trending Mesozoic tectono-stratigraphic Quesnellia terrane which is composed of a volcanic arc', ' by basaltic and andesitic flows of the Upper Triassic Nicola Group. The Nicola volcanic rocks strike', ' Quesnellia terrane which is composed of a volcanic arc with overlying sedimentary sequences, all of which', ' sub-terranes). Quesnellia was formed off-shore to the southwest of continental North America', ' and lesser sedimentary rocks forms the bulk of the Quesnellia terrane. The Nicola Group rocks have been']",5,,Quesnellia,andesite
620cf21bad0e9c819b050365,,Geoarchive,NI 43-101 Technical Report for the Castle Project in North America dated 2011,,2011,https://www.zotero.org/groups/4530692/items/NEGW32HC,,"[' deposits are part of a northerly trending Mesozoic tectono-stratigraphic Quesnellia terrane which', ' property is mainly underlain by basaltic and andesitic flows of the Upper Triassic Nicola Group', ' are part of a northerly trending Mesozoic tectonostratigraphic Quesnellia terrane which is composed', ', oceanic sedimentary-volcanic complex (Harper Ranch and Okanogan sub-terranes). Quesnellia', ' the bulk of the Quesnellia terrane. The Nicola Group rocks have been intruded by early Jurassic alkalic']",5,,Quesnellia,andesite
620d525bad0e9c819b079d2e,,Geoarchive,NI 43-101 Technical Report for the Castle Project in North America dated 2018,,2018,https://www.zotero.org/groups/4530692/items/DMM56XKS,,"['-west trending Quesnellia terrane of BC. This is an accreted terrane of primarily a subaqueous', ' sedimentary rocks form the majority of Quesnellia in the local area. The Nicola Group is a 25kilometre-wide', ', 1989). The Castle Project is mainly underlain by basaltic and andesitic flows of the Eastern', '. The Castle Project is partially underlain by basaltic and andesitic flows of the Upper Triassic Nicola Group', ' within the north-west trending Quesnellia terrane of BC. This is an accreted terrane of primarily']",5,,Quesnellia,andesite
574e1fabcf58f17316e64748,Canadian Journal of Earth Sciences,Canadian Science Publishing,"Geological setting, U–Pb geochronology, and radiogenic isotopic characteristics of the Permo-Triassic Kutcho Assemblage, north-central British Columbia",10.1139/e17-104,October 1997,http://www.nrcresearchpress.com/doi/abs/10.1139/e17-104,"Childe, Fiona C.; Thompson, John F.H.","[' consist of massive to pillowed flows and tuffs of basaltic to basaltic andesitic compssition', ' Stikinia, Quesnellia, and Cache Creek, respectively) (Fig. 1). Cache Creek is a Mississippian to Jurassic', ' Stiknia and Quesnellia are Paleozoic and Mesozoic island-arc assemblages, consisting of mafic to felsic', ' Creek deposits; VMS deposits of comparable size and grade are not known in Cache Creek or Quesnellia', ' are compositionally bimodal, comprising basalt to basaltic andesite and their intrusive equivalents (SO2 = 45']",5,,Quesnellia,andesite
5747d456cf58f11e194476b0,Canadian Journal of Earth Sciences,Canadian Science Publishing,Revised stratigraphic nomenclature and age determinations for mid-Cretaceous volcanic rocks in southwestern British Columbia,10.1139/e89-170,October 1989,http://www.nrcresearchpress.com/doi/abs/10.1139/e89-170,"Thorkelson, Derek J.; Rouse, Glenn E.","['. The upper unit, mostly amygdaloidal andesite, is restricted to the centre of the belt between Spences', ', Quesnellia; S, Skagit; ST, Stikinia; 11, terrane I1 and others. Faults: ffs, Fraser Fault System; y', ', comprises a sequence of mostly uniform, reddish brown andesite flows hosting abundant amygdules', "" the overlying amygdaloidal andesite unit (Drysdale's Karnloops Group) southeast of Spences Bridge along"", "" regarded the amygdaloidal andesites as a separate unit. Devlin followed Monger's (1981) correlation""]",5,,Quesnellia,andesite
569580a3cf58f17e5169827a,Journal of Geophysical Research,Wiley,Deciphering shallow paleomagnetic inclinations: 1. Implications from correlation of Albian volcanic rocks along the Insular/Intermontane Superterrane boundary in the southern Canadian Cordillera,10.1029/2002JB001982,2003,http://doi.wiley.com/10.1029/2002JB001982,"Haskin, M. L.","[' to the amalgamated Stikine, Cache Creek, Yukon-Tanana and Quesnellia (western two thirds) terranes', '., 1986] suggest that the eastern third of Quesnellia may be a separate tectonic entity. The Insular', ' 30 (U) 536300 5702000 PHK 31 (U) 536216 5702089 PHK 40A (U) 533300 2699500 C locality mean  andesite', ' andesite andesite dike pyroclastic pyroclastic andesite andesite andesite sill andesite andesite', ' andesite  C: Churn Creek Sampling Locality 65.8 20.2 0.78 6.13 0.32 10 60.9 65.8 20.2 11.00 1.38 20.00']",5,,Quesnellia,andesite
620d525bad0e9c819b079cb8,,Geoarchive,NI 43-101 Technical Report for the Miner Mountain Project in North America dated 2009,,2009,https://www.zotero.org/groups/4530692/items/FMXMUPQ7,,"[' of Quesnellia , an assemblage of Upper Triassic volcanic and comagmatic intrusive rocks noted for its mineral', ' is located within the southern portion of the Quesnel Terrane, or Quesnellia, of the Intermontane Tectonic', ' Belt of British Columbia. Quesnellia is a northwesterly trending belt of Upper Triassic to Lower', ' are dominated by massive pyroxene and plagioclase-rich andesitic and basaltic flows of alkalic', ' copper-gold porphyry type deposit such as the Axe Deposit. Western Belt rocks include andesite']",5,,Quesnellia,andesite
5750ce69cf58f1ad5f7b828c,Canadian Journal of Earth Sciences,Canadian Science Publishing,"Nina Creek Group and Lay Range Assemblage, north-central British Columbia: remnants of late Paleozoic oceanic and arc terranes",10.1139/e17-070,June 1997,http://www.nrcresearchpress.com/doi/abs/10.1139/e17-070,"Ferri, Filippo","[' rocks of Quesnellia and Ancestral North America. These rocks belong to two distinct terranes: the Nina', ' volcanic and sedimentary rocks separate Mesozoic arc rocks of Quesnellia from the miogeocline', ' and limestones (Fig. 1). Harper Ranch rocks are treated as a subterrane of Quesnellia, because', '.  reassigned to the Late Devonian to Late Permian Harper Ranch subterrane of Quesnellia by Monger et al', ' of Quesnellia, represented in this region by the Upper Triassic to Lower Jurassic TaMa Group']",5,,Quesnellia,andesite
620db66dad0e9c819b097cdf,,Geoarchive,NI 43-101 Technical Report for the BM Project in North America dated 2010,,2010,https://www.zotero.org/groups/4530692/items/DAHFE265,,"[' by the Lower Cretaceous Spences Bridge Group, an andesitic to rhyolitic volcanic arc belt of rocks, lying', ' and Quesnellia, respectively from west to east. Each terrane is bounded by major faults. The Harrison', '. The Quesnellia Terrane consists primarily of the upper Triassic Nicola Group clastic sediments', ' and Quesnellia Terranes through much of the map area are covered by Cretaceous and/or Tertiary', ' and andesite, local rhyolite, breccia, tuff and sandstone thought to be related to the Kamloops Group']",5,,Quesnellia,andesite
5eefb09fa58f1dfd5209b580,Economic Geology,EconomicGeology,"Vertical and Lateral Variation of Mineralogy and Chemistry in the Early Jurassic Mt. Milligan Alkalic Porphyry Au-Cu Deposit, British Columbia, Canada",10.2113/econgeo.109.4.1005,2014 06,https://pubs.geoscienceworld.org/economicgeology/article/109/4/1005-1033/128691,"Jago, C. P.; Tosdal, R. M.; Cooke, D. R.; Harris, A. C.","[' within the Quesnellia arc, an N-trending arc terrane composing the eastern part of the Intermontane', ' of batholithic rocks in central Quesnellia (Nelson and Bellefontaine, 1996). The Lorraine Au-Cu system', ' monzonitic to monzodioritic stock intruded into shoshonitic andesites of the Upper Triassic Takla Group', ' drillholes Drillhole collar location  Lower trachyte Andesitic volcanic/volcaniclastic rocks  FIG. 2', ' and andesites of calc-alkaline to shoshonitic affinity. Broadly contemporaneous intrusions are present']",5,,Quesnellia,andesite
56e15037cf58f10e4b0b6e19,Journal of Geophysical Research,Wiley,"On determining paleohorizontal and latitudinal shifts: Paleomagnetism of Spences Bridge Group, British Columbia",10.1029/JB095iB12p19213,1990,http://doi.wiley.com/10.1029/JB095iB12p19213,"Irving, E.; Thorkelson, D. J.","[' •-• QUESNELLIA  :.2\'4\'.\'\'7;"":""  0øN  Fig. 1. Morphotectonic belts of Cordillera of Canada and northern', ' Washington and the Quesnellia Terrane. Locations of palcomagnetic studies of Cretaceous rocks labeled', '  madteosolvethisproblem.Oneapproacihstoseek locatedin the westernpart of the Quesnellia,within  forgeologiccaolnfirmatioonf', ', 97, 98, 99 •11, 12, 13 •87, 88 • 14, 83, 84 .--82 •81, 93 •(?) 25, 26, 27  -,-91, 92  Andesite', ' waysfromthePimainus.It is moreuniform,lava rock[sRice,1947;Duffell and McTaggart,1952; flows are entirely andesitic']",5,,Quesnellia,andesite
620db66dad0e9c819b097cdd,,Geoarchive,NI 43-101 Technical Report for the Big Kidd Project in North America dated 2011,,2011,https://www.zotero.org/groups/4530692/items/B3Z2T5J6,,"[' similar to other alkalic porphyry Cu-Au deposits and mines in Quesnellia occurs at Big Kidd', '. Of particular interest to this report is the Quesnel Terrane, or Quesnellia which is in the central portion', ' The location of the Big Kidd property in the southern part of Quesnellia is shown on Figure 6', '. An important part of Quesnellia consists of Upper Triassic volcanic and volcanogenic sedimentary rocks', ' and Middle Jurassic Ashcroft Formation. To the west of Big Kidd the rocks of Quesnellia are overlain by calc']",5,,Quesnellia,andesite
557fd60ee13823bc80ba2889,Open-File Report,USGS,Phanerozoic tectonic evolution of the circum-north Pacific,10.3133/ofr98754,1998,https://pubs.er.usgs.gov/publication/ofr98754,"Nokleberg, W.J.; Parfenov, J.W.; Norton, I.O.; Khanchuk, A.I.; Stone, D.B.; Scholl, D. W.; Fujita, Kazuya","[' sight, location of major arc terranes (e.g., Kony-Murgal, Stikinia and Quesnellia terranes, Wrangellia', ' superterrane, and the Intermontane superterrane that consists of the Stikinia, Quesnellia, and Cache', ' of the older parts of Stikinia-Quesnellia arc (Stikinia and Quesnellia terranes) (Table 2) and associated', ' and Permian marine volcanic and volcaniclastic rocks, including andesite, dacite, basalt, volcanic', ' to the Stikinia and Quesnellia island arcs and their associated subduction zones. Faunas in the Slana Spur']",5,,Quesnellia,andesite
5750f3eccf58f1bb87f6be2a,Canadian Journal of Earth Sciences,Canadian Science Publishing,Crustal structure and lithology of the northern Canadian Cordillera: alternative interpretations of SNORCLE seismic reflection lines 2a and 2b,10.1139/e05-009,June 2005,http://www.nrcresearchpress.com/doi/abs/10.1139/e05-009,"Evenchick, Carol A; Gabrielse, Hubert; Snyder, David","[' terranes of Quesnellia, Cache Creek, and Stikinia are exposed to the southwest. The Cache Creek Terrane', ', Muskwa Anticlinorium; OD, Oweegee Dome; PF, Pitman Fault; Q, Quesnellia; SFB, Front of Skeena Fold', ' and Klinkit faults bound Quesnellia, a dominantly volcanic terrane that is interpreted to be a relatively', ', slices of all footwall and  hanging-wall elements, including Stikinia, Cache Creek, Quesnellia', ' fault that separates North America and Quesnellia from Cache Creek Terrane. Uniformly layered parallel']",5,,Quesnellia,andesite
57462c1fcf58f15de000f515,Canadian Journal of Earth Sciences,Canadian Science Publishing,"Mississippian volcanic assemblage conformably overlying Cordilleran miogeoclinal strata, Turnagain River area, northern British Columbia, is not part of an accreted terrane",10.1139/e05-045,August 2005,http://www.nrcresearchpress.com/doi/abs/10.1139/e05-045,"Erdmer, Philippe; Mihalynuk, Mitchell G; Gabrielse, Hubert; Heaman, Larry M; Creaser, Robert A","['). Proposed accreted rocks were assigned to the Quesnel and Stikine arc terranes (or Quesnellia', ' of the Cache Creek, Slide Mountain, and Quesnel terranes; although included in Quesnellia, they were', ' in Quesnellia, and generally not characteristic of the ancient North American margin, made the dating', ' is consistent with an andesite protolith (see later in the text). Gradation between fine- and coarsegrained', ' of the samples are subalkaline. One sample from each ridge falls in the basaltic andesite field']",5,,Quesnellia,andesite
5eefb7ada58f1dfd5209b5bf,Economic Geology,EconomicGeology,"Isotope Geochemistry of the Northeast Zone, Mount Polley Alkalic Cu-Au-Ag Porphyry Deposit, British Columbia: A Case for Carbonate Assimilation",10.2113/econgeo.109.4.859,2014 06,https://pubs.geoscienceworld.org/economicgeology/article/109/4/859-890/128654,"Pass, H. E.; Cooke, D. R.; Davidson, G.; Maas, R.; Dipple, G.; Rees, C.; Ferreira, L.; Taylor, C.; Deyell, C. L.","[' in the Triassic and Early Jurassic Quesnellia and Stikinia terranes of British Columbia, Canada', ' Setting Regional setting Mount Polley lies within the accreted island-arc terrane of Quesnellia', ' in the Canadian Cordillera (Fig. 1). Quesnellia formed on continental margin assemblages in response', ' (Mihalynuk et al., 1994; Logan and Mihalynuk, 2014). The Paleozoic rocks of Quesnellia are characterized', '–andesites  L. Triassic basaltic volcanic  rocks  M.–L. Triassic argillites,  volcaniclastic rocks  Slide']",5,,Quesnellia,andesite
5789c2dbcf58f1975c5d710d,Geol,GSA,"Late Triassic, arc-related, potassic igneous rocks in the North American Cordillera",10.1130/0091-7613(1986)14<1035:ltapir>2.0.co;2,1986,http://dx.doi.org/10.1130/0091-7613(1986)14<1035:ltapir>2.0.co;2,"Mortimer, N.","['. Many of these, including those in the Stikinia, Quesnellia, Rattlesnake Creek, and Jackson terranes', ' Triassic links between Stikinia and Quesnellia, disassociation of Stikinia with terranes', ' in the terranes Stikinia and Quesnellia (Fig. 1). The petrologic similarity between those volcanic rocks', "", New Zealand.  STIKINIA: Lewes River Op Stuhini Qroup Takla Group  'QUESNELLIA: Takla Qroup Nicola"", '-plagioclase andesites) and bladed-feldspar porphyries are the most commonly reported volcanic rock']",5,,Quesnellia,andesite
574bd93dcf58f1824d89ec5d,Canadian Journal of Earth Sciences,Canadian Science Publishing,Late Paleozoic and Mesozoic terrane interactions in north-central British Columbia,10.1139/e91-086,June 1991,http://www.nrcresearchpress.com/doi/abs/10.1139/e91-086,"Gabrielse, Hubert","[' terranes, comprising from northeast to southwest, Ancestral North America, Slide Mountain, Quesnellia', '-plutonic island arcs on Stikinia, Quesnellia, and locally on the Cache Creek Terrane in Late Triassic', ' of the Bowser Basin on Stikinia, and possible coeval culmination of the emplacement of Quesnellia', ' : Ancestral North America, Slide Mountain, Quesnellia, Cache Creek et Stikinia, qui foment les ClCments', ' le Jurassique moyen, composent maintenant le Stikinia, le Quesnellia, et localement le Terrane de']",5,,Quesnellia,andesite
56f627c0cf58f134b4037bf3,Geophysical Research Letters,Wiley,"Paleomagnetism of the Lower Jurassic Copper Mountain intrusions and the geotectonics of terrane I, British Columbia",10.1029/GL011i008p00685,August 1984,http://doi.wiley.com/10.1029/GL011i008p00685,"Symons, D. T. A.; Litalien, C. R.","[' and geologic data, a  consistent model for the geotectonic evolution of  Quesnellia and Terrane I emerges', ' paleomagnetic results are  available for the southernmost Quesnellia Sub-  terrane (Figure 1). The oldest', '-alkalic  andesites  and basalts with minor volcanoclastic  tuffs,  clastic sediments and reef', ' Litalien: Paleomagnetism of Terrane I  SUBTERRANES • EASTERN E[] QUESNELLIA • CACHECREEK E• STIKINIA', '-  Triassic Nicola volcanics (A component)  represent an exposure length of 200 km in  Quesnellia.  All']",5,,Quesnellia,andesite
5746d3b3cf58f18d44ab322e,Canadian Journal of Earth Sciences,Canadian Science Publishing,"Provenance of Jurassic sedimentary rocks of south-central Quesnellia, British Columbia: implications for paleogeography",10.1139/e03-073,January 2004,http://www.nrcresearchpress.com/doi/abs/10.1139/e03-073,"Petersen, Nathan T; Smith, Paul L; Mortensen, James K; Creaser, Robert A; Tipper, Howard W","['103 Provenance of Jurassic sedimentary rocks of south-central Quesnellia, British Columbia', ', and Howard W. Tipper  Abstract: Jurassic sedimentary rocks of southern to central Quesnellia record', '-Middle Jurassic erosion of the Late Triassic – Early Jurassic arc of Quesnellia, making it a less', ' dominant source, and (2) the increase in importance of the eastern parts of Quesnellia', ' Quesnellia received material from the North American continent throughout the Jurassic']",5,,Quesnellia,andesite
566e5cfccf58f10a31738498,Journal of Geodynamics,Elsevier,"Paleomagnetism of the triassic nicola volcanics and geotectonics of the quesnellia subterrane of terrane I, British Columbia",10.1016/0264-3707(85)90012-2,June 1985,http://www.sciencedirect.com/science/article/pii/0264370785900122,"Symons, D.T.A.","[' AND GEOTECTONICS OF THE QUESNELLIA SUBTERRANE OF TERRANE I, BRITISH COLUMBIA D. T. A. SYMONS Department', ' of the Quesnellia Subterrane of Terrane I, British Columbia. Journal of Geodynamics, 2: 229-244', ' with Eocene volcanism. Combined with previous paleomagnetic data, these results indicate that Quesnellia', ' are the oldest extrusive rocks exposed in the Quesnellia Subterrane of allochthonous composite Terrane I', ' Jurassic plutons have shown that Quesnellia has been translated northward by ,-~13° of paleolatitude']",5,,Quesnellia,andesite
574c21e5cf58f19725d3de43,Canadian Journal of Earth Sciences,Canadian Science Publishing,"Upper Triassic Takla Group volcanic rocks, Stikine Terrane, north-central British Columbia: geochemistry, petrogenesis, and tectonic implications",10.1139/e99-048,September 1999,http://www.nrcresearchpress.com/doi/abs/10.1139/e99-048,"Dostal, J; Gale, V; Church, B N","[' Columbia, the assemblage consists of plagioclase–clinopyroxene-phyric, dominantly basaltic to andesitic', ' Monger and Church (1977). The Pinchi fault marks the terrane boundary of Stikinia (west) and Quesnellia', ' of the Quesnellia Takla Group and related intrusions. The Hazelton Group is composed of Lower to Middle Jurassic', ' British Columbia (Monger and Church 1977). The group consists of basaltic to andesitic flows', ' Cordillera (Fig. 1). This fault also forms the boundary between Stikinia and Quesnellia, another']",5,,Quesnellia,andesite
5750221dcf58f16c5957be15,Canadian Journal of Earth Sciences,Canadian Science Publishing,"Upper limit of docking time for Stikinia and Terrane I: paleomagnetic evidence from the Eocene Ootsa Lake Group, British Columbia",10.1139/e90-021,February 1990,http://www.nrcresearchpress.com/doi/abs/10.1139/e90-021,"Vandall, T. A.; Palmer, H. C.","[', Quesnellia, and the Coast Plutonic Complex indicating that much of the allochthonous Cordillera had', "" avec les rCsultats de d'autres Ctudes palComagnktiques du  Stikinia, Quesnellia et du Complexe"", ' and Irving (1989). Their results demonstrate that Quesnellia had reached its present latitudinal', ' is evident that in the middle Eocene some areas internal to Quesnellia may have undergone clockwise', ' unambiguous concordant Middle Eocene pole from bedded volcanics in Quesnellia and Terrane I (Fig. 1']",5,,Quesnellia,andesite
5c3eacbb1faed655488cda43,Canadian Journal of Earth Sciences,Canadian Science Publishing,"Upper Triassic Takla Group volcanic rocks, Stikine Terrane, north-central British Columbia: geochemistry, petrogenesis, and tectonic implications",10.1139/e99-048,September 1999,http://www.nrcresearchpress.com/doi/10.1139/e99-048,"Dostal, J; Gale, V; Church, B N","[' Columbia, the assemblage consists of plagioclase–clinopyroxene-phyric, dominantly basaltic to andesitic', ' Monger and Church (1977). The Pinchi fault marks the terrane boundary of Stikinia (west) and Quesnellia', ' of the Quesnellia Takla Group and related intrusions. The Hazelton Group is composed of Lower to Middle Jurassic', ' British Columbia (Monger and Church 1977). The group consists of basaltic to andesitic flows', ' Cordillera (Fig. 1). This fault also forms the boundary between Stikinia and Quesnellia, another']",5,,Quesnellia,andesite
